,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
954,1,Bird Road,Eleanor,Lewis,24,Daughter,Single,Female,Printmaker,None,None
955,2,Bird Road,Barry,Power,49,Head,Divorced,Male,Unemployed,None,Methodist
956,2,Bird Road,Tony,Power,7,Son,NA,Male,Student,None,NA
957,2,Bird Road,Elizabeth,Power,4,Daughter,NA,Female,Child,None,NA
958,2,Bird Road,Kevin,Power,3,Son,NA,Male,Child,None,NA
959,2,Bird Road,Eleanor,Power,1,Daughter,NA,Female,Child,None,NA
960,2,Bird Road,Wendy,Power,1,Daughter,NA,Female,Child,None,NA
961,2,Bird Road,Ashleigh,Hewitt,48,Lodger,Single,Female,Stage manager,None,Christian
962,3,Bird Road,Elizabeth,Marshall,40,Head,Married,Female,"Psychologist, educational",None,Christian
963,3,Bird Road,Leigh,Marshall,42,Husband,Married,Male,English as a foreign language teacher,None,Christian
964,4,Bird Road,Cameron,Goddard,37,Head,Single,Male,Personal assistant,None,None
965,5,Bird Road,Leah,Clarke,51,Head,Married,Female,Aeronautical engineer,None,Christian
966,5,Bird Road,Leonard,Clarke-Thomson,53,Husband,Married,Male,"Designer, blown glass/stained glass",None,Christian
967,5,Bird Road,Stacey,Clarke-Thomson,24,Daughter,Single,Female,Quantity surveyor,None,Christian
968,5,Bird Road,Laura,Clarke-Thomson,15,Daughter,NA,Female,Student,None,NA
969,6,Bird Road,Laura,Harper,27,Head,Married,Female,Chartered certified accountant,None,None
970,6,Bird Road,Shaun,Harper,29,Husband,Married,Male,"Therapist, nutritional",None,None
971,6,Bird Road,David,Summers,39,Cousin,Single,Male,Community education officer,None,None
972,6,Bird Road,Laura,Summers,31,Cousin,Single,Female,Hydrologist,None,None
973,7,Bird Road,Lucy,Holden,67,Head,Married,Female,Banker,None,Christian
974,7,Bird Road,Mark,Holden,70,Husband,Married,Male,Retired Geophysical data processor,None,Christian
975,8,Bird Road,Carol,Gray,40,Head,Single,Female,Market researcher,None,None
976,8,Bird Road,Jacob,McCarthy,33,Partner,Single,NA,Petroleum engineer,None,None
977,8,Bird Road,Kieran,Gray,6,NA,NA,Male,Student,None,NA
978,NA,Bird Road,Grace,Gray,6,Daughter,NA,Female,Student,None,NA
979,9,Bird Road,Martyn,Davies,36,Head,Single,Male,Personnel officer,None,Christian
980,9,Bird Road,Chelsea,Cox,32,Partner,Single,Female,Financial risk analyst,None,Christian
981,10,Bird Road,Bethan,Burke,45,Head,Married,Female,Podiatrist,None,Christian
982,10,Bird Road,Luke,Burke,44,Husband,Married,Male,Physiotherapist,None,Christian
983,10,Bird Road,Lesley,Burke,11,Daughter,NA,Female,Student,None,NA
984,10,Bird Road,Mathew,Burke,9,Son,NA,Male,Student,None,NA
985,11,Bird Road,Sian,Moss,43,Head,Married,Female,Research scientist (medical),None,Christian
986,11,Bird Road,Matthew,Moss,45,Husband,Married,NA,Civil Service fast streamer,None,Christian
987,11,Bird Road,Liam,Moss,5,Son,NA,Male,Student,None,NA
988,11,Bird Road,Hollie,Moss,3,Daughter,NA,Female,Child,None,NA
989,12,Bird Road,Nicole,Lloyd,50,Head,Single,Female,Unemployed,None,None
990,12,Bird Road,Brian,Price,22,None,Divorced,Male,University Student,None,Methodist
991,13,Bird Road,NA,Hughes-McCarthy,42,Head,Married,m,Audiological scientist,None,Christian
992,13,Bird Road,Andrea,Hughes-McCarthy,36,Wife,Married,Female,Nutritional therapist,None,Christian
993,14,Bird Road,Dawn,Butler,42,Head,Married,Female,Theatre director,None,None
994,14,Bird Road,Henry,Butler,40,Husband,Married,Male,Unemployed,None,None
995,14,Bird Road,Henry,Butler,16,Son,NA,Male,Student,None,NA
996,15,Bird Road,Howard,Nolan,58,Head,Married,Male,Homeopath,None,None
997,15,Bird Road,Bethany,Nolan,55,Wife,Married,Female,Event organiser,None,None
998,16,Bird Road,Marc,Ward,47,Head,Married,Male,"Teacher, early years/pre",None,Christian
999,16,Bird Road,Brenda,Robertson,45,Wife,Married,Female,Phytotherapist,None,Christian
1000,16,Bird Road,Marilyn,Norman,29,Daughter,Single,Female,Astronomer,None,Christian
1001,16,Bird Road,Julian,Norman,26,Son,Single,Male,Environmental health practitioner,None,Christian
1002,16,Bird Road,Roy,Norman,2,Son,NA,Male,Child,None,NA
1003,17,Bird Road,Maureen,Knowles,34,Head,Married,Female,Ambulance person,None,Catholic
1004,17,Bird Road,George,Knowles,38,Husband,Married,Male,Artist,None,None
1005,17,Bird Road,Robert,Knowles,2,Son,NA,Male,Child,None,NA
1006,17,Bird Road,Darren,Quinn,43,Cousin,Single,Male,Waste management officer,None,Christian
1007,17,Bird Road,Jacqueline,Brown,35,Lodger,Divorced,Female,Science writer,None,Christian
1008,17,Bird Road,Steven,Marshall,24,Lodger,Single,Male,IT trainer,None,None
1009,18,Bird Road,Norman,Thompson,48,Head,Single,Male,"Journalist, newspaper",None,None
1010,18,Bird Road,Alison,Smith,49,Partner,Single,Female,"Engineer, energy",None,None
1011,18,Bird Road,Melissa,Thompson,31,Daughter,Single,Female,Herpetologist,None,None
1012,18,Bird Road,Scott,Thompson,30,Son,Divorced,Male,IT sales professional,None,None
1013,18,Bird Road,Wayne,Thompson,29,Son,Single,Male,Furniture conservator/restorer,None,None
1014,18,Bird Road,NA,Thompson,NA,Son,NA,Male,Student,None,NA
1015,1,June Drive,Mohammed,Warren,77,Head,Married,Male,Retired Rural practice surveyor,None,None
1016,1,June Drive,Dorothy,Warren,75,Wife,Married,Female,"Retired Teacher, secondary school",None,None
1017,1,June Drive,Amanda,Warren,38,Daughter,Single,Female,Unemployed,None,None
1018,1,June Drive,Beth,Warren,36,Daughter,Divorced,Female,"Engineer, communications",None,None
1019,1,June Drive,Jemma,Warren,32,Daughter,Single,Female,"Accountant, chartered certified",None,None
1020,2,June Drive,Sylvia,Webster,50,Head,Single,Female,Air cabin crew,None,Christian
1021,2,June Drive,Donald,Webster,18,Son,Single,Male,Student,None,Christian
1022,2,June Drive,Frank,Webster,16,Son,NA,NA,Student,None,NA
1023,3,June Drive,Josephine,Bennett,62,Head,Married,Female,Operational researcher,None,None
1024,3,June Drive,Andrew,Bennett,65,NA,Married,Male,Arboriculturist,None,None
1025,3,June Drive,Kimberley,Bennett,19,Daughter,Divorced,Female,University Student,None,None
1026,4,June Drive,June,Simpson,59,Head,Single,Female,"Surveyor, mining",None,Christian
1027,4,June Drive,Declan,Baker,57,None,Single,Male,Counsellor,None,Christian
1028,4,June Drive,Lucy,Chapman,38,None,Single,Female,Insurance underwriter,None,None
1029,4,June Drive,Karen,Parker,51,None,Single,Female,Estate manager/land agent,None,Christian
1030,5,June Drive,Joel,Richardson,45,Head,Single,Male,Unemployed,None,None
1031,5,June Drive,Leonard,Davies,34,None,Single,Male,Scientific laboratory technician,None,Muslim
1032,5,June Drive,Amy,Howard,40,None,Single,Female,"Copywriter, advertising",None,None
1033,6,June Drive,Natalie,Smith,41,Head,Married,Female,Broadcast engineer,None,None
1034,6,June Drive,Nicholas,Smith,43,Husband,Married,Male,Quality manager,None,None
1035,6,June Drive,Marilyn,Smith,22,Daughter,Divorced,Female,University Student,None,None
1036,6,June Drive,Carole,Smith,17,Daughter,NA,Female,Student,None,NA
1037,7,June Drive,Kathleen,Khan,36,Head,Married,Female,Community development worker,None,Christian
1038,7,June Drive,Gareth,Khan,38,Husband,Married,Male,Insurance underwriter,None,Christian
1039,7,June Drive,Natalie,Khan,5,Daughter,NA,Female,Student,None,NA
1040,7,June Drive,Robert,Khan,4,Son,NA,Male,Child,None,NA
1041,8,June Drive,Josephine,Herbert-Barker,65,Head,Married,Female,Unemployed,None,Christian
1042,8,June Drive,Liam,Herbert-Barker,69,Husband,Married,Male,Retired Counsellor,None,Christian
1043,8,June Drive,Gordon,Herbert-Barker,31,Son,Divorced,Male,"Scientist, audiological",None,Christian
1044,9,June Drive,Kayleigh,Atkins,89,Head,Widowed,f,Retired Customer service manager,None,None
1045,10,June Drive,Lynn,Thompson,67,Head,Married,Female,"Editor, commissioning",None,None
1046,10,June Drive,Ryan,Thompson,70,Husband,Married,Male,"Retired Conservation officer, nature",None,None
1047,11,June Drive,Michelle,Joyce,71,Head,Divorced,Female,Unemployed,None,Christian
1048,11,June Drive,Ben,Joyce,40,Son,Single,Male,Learning disability nurse,None,Christian
1049,11,June Drive,Howard,Joyce,39,Son,Single,Male,Armed forces logistics/support/administrative officer,None,Christian
1050,12,June Drive,Ellie,Manning,39,Head,NA,Female,"Engineer, biomedical",None,None
1051,12,June Drive,Craig,Manning,42,Husband,Married,Male,Social worker,None,None
1052,12,June Drive,Carole,Manning,4,Daughter,NA,F,Child,None,NA
1053,13,June Drive,Shannon,Allan,38,Head,Married,Female,Stage manager,None,Christian
1054,13,NA,Nathan,Parkes,37,Husband,Married,Male,Community development worker,None,None
1055,13,June Drive,Gavin,Allan,5,Son,NA,Male,Student,None,NA
1056,14,June Drive,Marilyn,Evans,55,Head,Married,Female,Food technologist,None,Christian
1057,14,June Drive,Stewart,Evans,58,Husband,Married,Male,Retail merchandiser,None,Christian
1058,14,June Drive,Ann,Evans,30,Daughter,Single,Female,Unemployed,None,Christian
1059,15,June Drive,Jodie,Robinson,46,Head,Married,Female,Arboriculturist,None,Christian
1060,15,June Drive,Donald,Robinson,50,Husband,Married,Male,Art therapist,None,None
1061,15,June Drive,Billy,Robinson,15,Son,NA,Male,Student,None,NA
1062,16,June Drive,Maria,Stephens,77,Head,Widowed,Female,Retired TEFL teacher,None,Christian
1063,16,June Drive,Leah,Stephens,24,Granddaughter,Single,Female,"Designer, multimedia",None,Christian
1064,16,June Drive,Leigh,Stephens,21,Grandson,Single,Male,Photographer,None,Christian
1065,17,June Drive,Gail,Mitchell,41,Head,Married,Female,IT consultant,None,Christian
1066,17,June Drive,Trevor,Mitchell,38,Husband,Married,Male,"Nurse, children's",None,Christian
1067,17,June Drive,Lawrence,Mitchell,9,Son,NA,Male,Student,None,NA
1068,17,June Drive,Judith,Mitchell,9,Adopted Daughter,NA,Female,Student,None,NA
1069,18,June Drive,Mathew,Fitzgerald,74,Head,Married,Male,"Retired Engineer, electrical",None,None
1070,18,June Drive,Tracy,Fitzgerald,70,Wife,Married,Female,Unemployed,None,None
1071,19,June Drive,Anna,Daniels,41,Head,Divorced,Female,Unemployed,None,Catholic
1072,19,June Drive,Janice,Daniels,10,Daughter,NA,Female,Student,None,NA
1073,19,June Drive,Alexander,Daniels,7,Son,NA,Male,Student,None,NA
1074,19,June Drive,Stuart,Daniels,7,Son,NA,Male,Student,None,NA
1075,20,June Drive,Emma,Murray,54,Head,Single,Female,"Secretary, company",NA,Christian
1076,20,June Drive,Kim,Murray,15,Daughter,NA,Female,Student,None,NA
1077,20,June Drive,Sean,Murray,13,Son,NA,Male,Student,None,NA
1078,21,June Drive,Denise,Peters,51,Head,Married,Female,Optometrist,None,Catholic
1079,21,June Drive,Vincent,Peters,52,Husband,Married,Male,Systems developer,None,Catholic
1080,21,June Drive,Louise,Peters,14,Daughter,NA,Female,Student,None,NA
1081,22,June Drive,Brian,Murray-Dunn,73,Head,Married,male,Retired Arts development officer,None,Methodist
1082,22,June Drive,Georgina,Murray-Dunn,72,Wife,Married,Female,"Retired Engineer, communications",None,Methodist
1083,23,June Drive,Gregory,Cole,41,Head,Divorced,NA,Unemployed,None,Methodist
1084,23,June Drive,Marion,Cole,11,Daughter,NA,Female,Student,None,NA
1085,NA,June Drive,Jane,Williams-Cole,8,Daughter,NA,Female,Student,None,NA
1086,23,June Drive,Julian,Williams-Cole,4,Son,NA,Male,Child,None,NA
1087,24,June Drive,Robin,Clarke,38,Head,Married,Male,Ecologist,None,None
1088,24,June Drive,Lynda,Clarke,33,Wife,Married,Female,Information officer,None,None
1089,24,June Drive,Sian,Clarke,2,Daughter,NA,Female,Child,None,NA
1090,25,June Drive,Allan,Robinson,46,Head,Married,Male,Operational investment banker,None,None
1091,25,June Drive,Danielle,Robinson,44,Wife,Married,Female,Barrister,None,None
1092,25,June Drive,Oliver,Price-Robinson,16,Son,NA,Male,Student,None,NA
1093,25,June Drive,Laura,Price-Robinson,14,Daughter,NA,Female,Student,None,NA
1094,26,June Drive,Elizabeth,Baker,38,Head,Married,Female,Museum/gallery curator,None,None
1095,26,June Drive,Garry,Baker,40,Husband,Married,Male,Clinical cytogeneticist,None,None
1096,26,June Drive,Matthew,Baker,10,Son,NA,Male,Student,None,NA
1097,27,June Drive,Anna,Ryan,36,Head,Married,Female,Textile designer,None,None
1098,27,June Drive,Patrick,Ryan,37,Husband,Married,Male,Clinical cytogeneticist,None,None
1099,27,June Drive,Russell,Ryan,12,Son,NA,Male,Student,None,NA
1100,28,June Drive,Sophie,Williams,26,Head,Divorced,Female,Unemployed,None,Methodist
1101,28,June Drive,Rachel,Williams,9,Daughter,NA,Female,Student,None,NA
1102,28,June Drive,Elliott,Williams,6,Son,NA,Male,Student,None,NA
1103,29,June Drive,Alison,Hill,53,Head,Single,Female,"Accountant, chartered public finance",None,None
1104,29,June Drive,Megan,Hill,19,Daughter,Single,Female,University Student,None,None
1105,29,June Drive,Tom,Hill,16,Son,NA,Male,Student,None,NA
1106,29,June Drive,Harry,Hill,13,Son,NA,Male,Student,None,NA
1107,30,June Drive,Marilyn,White,37,Head,Single,Female,Meteorologist,None,Methodist
1108,30,June Drive,George,White,13,Son,NA,Male,Student,None,NA
1109,30,June Drive,Anthony,White,9,Son,NA,Male,Student, ,NA
1110,30,June Drive,Leanne,White,6,Daughter,NA,Female,Student,None,NA
1111,31,June Drive,Anthony,Nelson,16,Head,Divorced,m,Unemployed,None,NA
1112,31,June Drive,Leon,Miller,54,Lodger,Single,Male,Environmental education officer,None,Christian
1113,32,June Drive,Catherine,Shaw,43,Head,Single,Female,Unemployed,None,None
1114,32,June Drive,Gerald,NA,16,Son,NA,Male,Student,None,NA
1115,32,June Drive,Liam,Shaw,11,Son,NA,Male,Student,None,NA
1116,33,June Drive,Robert,Dixon,28,Head,Single,Male,Chartered accountant,None,Methodist
1117,33,June Drive,Mary,Coleman,26,Partner,Single,Female,Lobbyist,None,Methodist
1118,34,June Drive,Suzanne,Miller,46,Head,Married,Female,Ergonomist,None,Methodist
1119,34,June Drive,Graeme,Miller,51,Husband,Married,Male,Veterinary surgeon,None,Methodist
1120,34,June Drive,Bruce,Miller,26,Son,Single,Male,Technical author,None,Methodist
1121,34,June Drive,Samantha,Miller,26,Daughter,Single,Female,"Engineer, manufacturing",None,Methodist
1122,34,June Drive,Jacqueline,Miller,12,Daughter,NA,Female,Student,None,NA
1123,35,June Drive,Ashleigh,Evans,37,Head,Married,Female,Armed forces operational officer,None,Catholic
1124,35,June Drive,Jeffrey,Evans,48,Husband,Married,Male,"Scientist, forensic",None,None
1125,35,June Drive,Janet,Evans,6,Daughter,NA,Female,Student,None,NA
1126,36,June Drive,Amber,Hayward,24,Head,Married,Female,"Psychologist, sport and exercise",None,Christian
1127,36,June Drive,Mohammad,Hayward,29,Husband,Married,Male,Pharmacologist,None,Christian
1128,36,June Drive,Yvonne,Hayward,8,Daughter,NA,Female,NA,None,NA
1129,36,June Drive,Christopher,Hayward,2,Son,NA,Male,Child,None,NA
1130,37,June Drive,Kimberley,Clark,32,Head,Married,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,None
1131,37,June Drive,Mohammed,Clark,38,Husband,Married,Male,Historic buildings inspector/conservation officer,None,None
1132,37,June Drive,Nigel,Hill,55,Sibling,Single,Male,"Merchandiser, retail",None,None
1133,37,June Drive,Mitchell,Walker,27,Lodger,Divorced,Male,English as a foreign language teacher,None,None
1134,38,June Drive,Yvonne,Archer,42,Head,Married,Female,Insurance account manager,None,Christian
1135,38,June Drive,Neil,Fisher,44,Husband,Married,Male,"Runner, broadcasting/film/video",None,Christian
1136,38,June Drive,Deborah,Archer,16,Daughter,NA,Female,Student,None,NA
1137,39,June Drive,Joanna,Gray,45,NA,Married,Female,Intelligence analyst,None,Christian
1138,39,June Drive,Ross,Gray,51,Husband,Married,Male,Biomedical scientist,None,Christian
1139,39,June Drive,Stanley,Gray,13,Son,NA,Male,Student,None,NA
1140,39,June Drive,Amanda,Taylor,8,Daughter,NA,Female,Student,None,NA
1141,39,June Drive,Sylvia,NA,4,Daughter,NA,Female,Child,None,NA
1142,40,June Drive,Mandy,Iqbal,51,Head,Single,Female,Unemployed,None,Christian
1143,40,June Drive,Charles,Robinson,52,Partner,Single,Male,Training and development officer,None,None
1144,40,June Drive,Douglas,Iqbal,17,Son,NA,Male,Student,None,NA
1145,41,June Drive,Graeme,Smith,73,Head,Married,Male,"Retired Engineer, maintenance (IT)",None,Christian
1146,41,June Drive,Dawn,Smith,71,Wife,Married,Female,Retired Press photographer,None,Christian
1147,41,June Drive,Julia,Smith,35,Daughter,Single,Female,Audiological scientist,None,Christian
1148,42,June Drive,Marie,Saunders,49,Head,Married,Female,Systems analyst,None,None
1149,42,June Drive,Louis,Saunders-Ali,40,Husband,Married,Male,Press photographer,None,Methodist
1150,42,June Drive,Marcus,Saunders-Ali,21,Son,Single,Male,University Student,None,None
1151,43,June Drive,Rita,Thomas,60,Head,Married,Female,"Scientist, research (physical sciences)",None,None
1152,43,June Drive,Elliott,Thomas,60,Husband,Married,male,Furniture designer,None,None
1153,43,June Drive,Elliot,Thomas,23,Son,Divorced,Male,Air broker,None,None
1154,44,June Drive,Callum,Jones,32,Head,Divorced,Male,Unemployed,None,None
1155,44,June Drive,Dean,Jones,6,Son,NA,Male,Student,None,NA
1156,44,June Drive,Josh,Jones,3,Son,NA,Male,Child,None,NA
1157,44,June Drive,Stacey,Griffin,3,Daughter,NA,Female,Child,None,NA
1158,45,June Drive,Marie,Benson,38,Head,Married,Female,Equities trader,None,Catholic
1159,45,June Drive,Reece,Benson,39,Husband,Married,Male,Unemployed,None,Catholic
1160,45,June Drive,George,Benson,14,Son,NA,Male,Student,None,NA
1161,46,June Drive,Olivia,Robinson,56,Head,Married,Female,Interior and spatial designer,None,Christian
1162,46,June Drive,Tom,Robinson,58,Husband,Married,Male,"Administrator, Civil Service",None,Christian
1163,46,June Drive,NA,Mitchell-Robinson,6,Granddaughter,NA,Female,Student,None,NA
1164,46,June Drive,Mohamed,Mitchell-Robinson,3,Grandson,NA,Male,Child,None,NA
1165,47,June Drive,Amy,Lynch,34,Head,Married,Female,Field seismologist,None,None
1166,47,June Drive,Brian,Lynch,36,Husband,Married,Male,Clinical psychologist,None,None
1167,47,June Drive,Anthony,Smith,27,Lodger,Single,Male,Financial adviser,NA,None
1168,48,June Drive,Antony,Edwards,84.37713308704156,Head,Married,Male,Retired Chief of Staff,None,None
1169,48,June Drive,Alexandra,Edwards,84.37713308704156,Wife,Married,Female,"Retired Production designer, theatre/television/film",None,None
1170,48,June Drive,Guy,Edwards,14,Grandson,NA,M,Student,None,NA
1171,49,June Drive,Adrian,Herbert,51,Head,Married,Male,"Teacher, adult education",None,Methodist
1172,49,June Drive,Lynda,Herbert,53,Wife,Married,Female,"Scientist, product/process development",None,Methodist
1173,49,June Drive,Danielle,Herbert,16,Daughter,NA,Female,Student,None,NA
1174,50,June Drive,Francesca,Nixon,42,Head,Married,Female,"Lighting technician, broadcasting/film/video",None,Methodist
